feature_1,feature_2,feature_3,feature_4
4.5672681646027256,-8.346475832698296,-6.229266190918754,-5.7706115656163135
3.3304418137970524,-9.245968740114508,-5.495635225877316,-7.838494192545558
4.839203369064527,-9.594669299129656,-4.592533124888313,-6.176242662173489
5.179070344591665,-9.583549037747368,-5.904597401017691,-5.97479465946778
1.4395661667630644,-8.09565818239681,-4.051172149857155,-5.185756992761578
4.40180690927512,-9.069557517070772,-4.31090031748806,-5.238533164054663
4.03965810954014,-8.918465311126564,-5.954569416708696,-7.5427959815170516
4.873266557784019,-11.095623510640728,-5.962949890400088,-6.148183716351938
4.506918449575606,-7.161918387443736,-4.5994787685959615,-6.604085212125045
4.375164822852011,-10.185179940875244,-4.162864017859066,-6.469039110856012
2.973278114975811,-9.562639724387752,-5.654163872168146,-6.705348708596549
5.936947212277447,-9.641760771836143,-5.560194801390803,-6.284513890440968
3.6753093877026064,-8.868233762002838,-6.0743654027377225,-6.895971286490726
2.7848767628915843,-10.411754237207138,-5.376495711438561,-5.32818743533073
3.1039531239502405,-9.482194662999332,-5.9092853738704205,-6.773203527265511
2.210767515937924,-7.558471591918628,-5.153802656990306,-7.024258813224638
3.94420902650272,-9.36203689657128,-5.804439977922453,-5.948599954447492
4.600001756937403,-7.404055494714269,-3.8888930955987346,-6.561422493457549
3.147288673829359,-8.823982122033529,-5.464459332259461,-7.046785678471466
3.0265619767281056,-8.110305903534698,-3.9510015308070123,-6.539064634405778
2.999072053967529,-9.206950830579737,-6.587933904517817,-6.5854355558159146
4.069481406430623,-9.004922585544902,-4.358224947486167,-6.161675753806172
4.1281567922970925,-9.07233715636504,-4.277136837987418,-7.534909388233178
3.343445924662639,-10.097268299635738,-4.766529037536085,-5.462241496403582
3.1312696719496014,-7.265466305652058,-5.890065140187027,-7.695940905974979
3.365832760126691,-8.563559114014472,-5.827194559474842,-4.047043186159398
4.502423915742809,-7.192300185232718,-4.20691710145683,-7.998348464395363
3.269278658297719,-11.652065310828393,-6.2391992804547325,-5.1974595302428925
2.803826169023441,-9.560268061921725,-5.26666837702141,-5.525247284836269
3.2907238808308144,-9.179391799395693,-4.78382084204513,-6.058505101162433
3.3617504938489646,-8.60907613170066,-5.516681036397418,-6.057930862527634
5.64826844676553,-9.228787547630935,-6.132565402494231,-4.898932991916847
2.941336620884279,-7.203690148278299,-5.787000350759731,-6.238724267982338
4.3806655461037405,-7.710469928542446,-4.595803892879879,-6.5161991412823665
3.2806084294650235,-8.576106977900562,-5.458083472316414,-6.954836893256972
4.057765339803373,-7.929460003794072,-5.426295839573907,-4.748564068975632
4.057339394237285,-9.079392624761814,-5.492587654616354,-6.872673653194864
2.6157392968358755,-8.447051112622535,-6.446052862108699,-6.670855758356408
3.5578372112579197,-8.53847544977314,-5.131640557936843,-6.258340243198844
1.7157296109147884,-9.130172322295627,-6.368341954454882,-6.423911338092637
4.638363427633554,-8.118755332680728,-5.372472276492446,-5.806803988613996
2.1586290642281583,-8.72871215826327,-4.968291765598813,-7.018691072113392
4.052024866871985,-9.304405875264582,-4.592295793191051,-5.2041449999647105
3.1122541713058256,-7.4606570348106835,-5.7828828413132385,-4.250619227859472
3.1554830500987214,-8.859823309914995,-5.379613126297086,-7.063359833892569
1.9216577366918044,-9.723183570668095,-4.51319687510859,-6.641230393553391
3.320330657997191,-7.4067777205129985,-5.099264752355175,-5.6102554274132235
4.496485924349691,-9.830997593122174,-5.468076353357324,-6.162346894570181
3.488170651902373,-10.016611433595124,-5.1290227893417,-7.971026615801011
2.7099704997812566,-9.732917768681373,-6.004934232241061,-5.471471189754834
7.544896627448983,-1.4563954467147935,1.8639647421464192,-2.847352494087478
10.115484809036781,-1.8878192658637736,-0.03635323925597056,-3.1653125918989313
9.5076296282268,-2.22475588304701,-2.136771034274016,-5.182655470041393
11.242384134995252,-3.044576423052119,-0.049026348287751875,-1.7456349372964806
11.101725843881551,-3.139907801374127,-0.44022779521813404,-4.4663159047388445
9.776872392856419,-1.540498141707989,-0.7329555843660454,-6.151598224472835
7.630182087230406,-3.3881006632859356,0.5682598345701766,-3.10114366558276
10.022718618285962,-3.902482276286558,-0.6185501732604662,-5.5754012385289915
10.223277677560594,-1.4072747210976604,-1.5825691517283853,-2.215832849050651
9.161550112569085,-2.4391403394635773,-0.9009179779819916,-3.206361405257207
11.408399229407825,-1.705299124657508,-1.4427032718745465,-6.065191153101951
10.776248872003976,-1.8226055652783708,-0.5994702970141361,-3.858419695721869
11.479853333597239,-4.373726957830931,-1.5493601666947803,-4.766574213231629
10.252752587591914,-3.053057611117849,1.3462085549788552,-3.2824224944142557
9.642638489681248,-2.0138146920724207,-1.4971786356979995,-4.384138174536912
10.416451467687775,-3.07553348732583,0.21099271952875598,-2.9654489669385273
9.99786652429382,-2.5180647259066165,-0.8512921412843907,-2.892700404203973
9.484219510510732,-4.544219793106096,-0.6871817285978264,-3.7608260576929853
8.504524904287251,-1.8058301342029692,-1.1452277556331472,-5.045463425238283
9.80668001836234,-3.2612808279028553,-2.466529056409582,-2.9880422737378636
8.830886403456029,-1.86814429329619,-1.6624712656192395,-2.323182536005114
10.306868987580552,-2.4779051962223,-1.5208172111174834,-2.395418293351875
10.385001019912472,-2.9489143525600237,-0.18434452423188497,-4.32581105578576
8.601679640130302,-2.682081558870901,-0.6938650491020966,-2.8723223341240245
9.946492315267477,-1.3458016231822771,-2.0554854758002445,-2.731902662368766
10.107088530738817,-1.2303041303929574,-0.6400658947848102,-2.9839251502843047
11.642729446567714,-1.7902241358191118,-0.15642609414759734,-3.6903620320857824
10.020395497649734,-4.238927886318921,-1.6087072193150695,-2.6532355829244496
8.102276900925732,-2.493623116847412,-0.747147538847996,-2.911130142406465
8.185147842082188,-4.617376085429017,0.3445802674620271,-3.189509141163697
10.291607572194478,-0.9698835754521389,-0.5911437770378121,-5.264377811240651
9.569357132908541,-1.7681407540175473,-1.1903926407893857,-3.603100817234755
9.279888030190591,-1.1186395410004795,0.47832041089933863,-5.110031348503684
11.78573235141355,-3.3605975702687108,1.262657234668903,-4.6141632437627065
10.983062283708236,-3.1529450687766127,-0.9207028312152371,-2.4168548152143154
9.141789145568842,-2.2712024122834498,-0.457517609331355,-2.1089628436864825
11.248102681061575,-0.70750070809277,-0.4611116594864435,-2.891507245978767
9.312851623227289,-3.353396912127511,-2.0861517639096423,-3.5265124068255163
10.037847885918076,-2.566298048590803,-0.191659702729422,-4.656424889506933
11.614049630454009,-2.2794059591640763,0.32822185294220674,-2.9549813983862716
9.004930663863357,-2.9123803787720126,-4.063263190228502,-3.0863772277092627
9.812139434384484,-1.373500580910207,-2.520942072011856,-3.378814179828298
9.57603793876775,-3.849702518689427,-2.2331414139006656,-4.475735150061216
10.865333204617105,-1.6012200460945438,-2.204927835736388,-3.4669606335156953
10.354833616040485,-2.2608551976914875,-2.283459148627214,-3.901903297119011
8.445709897146445,-1.57010401349527,1.8303239645422544,-3.3500999154039803
7.735763054801937,-1.7679521715376114,0.7918542090855183,-1.821556684182137
10.046085829807522,-2.0566999210652392,-0.6701283986451746,-2.5796730885356407
10.822859790840434,-3.340092656694517,-1.3514897187316492,-3.6418984001505903
9.651145948118703,-2.394784460143018,0.35367728974291257,-4.606798976227566
8.696671067724091,-8.83098445265427,3.0314153126776753,-3.910995423842582
8.155113393761777,-8.426427424366207,1.7647255424102561,-5.0930772164387585
8.328064998687001,-9.917798921746614,2.327743356198728,-4.352583286450872
8.605186460625971,-8.63757070873999,3.2383566524986342,-3.371777344887694
8.660112904789866,-10.046451986786575,2.2100819528579074,-4.051324719867227
9.811004573691514,-9.659412386755307,1.2371327412247286,-4.741904456873173
10.733742923618435,-10.311855366800966,1.178059093020426,-4.196299361779341
10.730622570658909,-9.282753824597313,2.7345044969674523,-5.481192574409697
7.470731048546013,-9.381565296779058,1.9842443264407217,-3.5149689675059346
7.867081932549781,-8.32614557110469,3.799329696252604,-5.45153515125713
9.214695018108543,-9.658418174068112,3.8844623205828124,-3.6788004716870275
9.922809421610532,-9.455464866350214,2.756045091028951,-1.771803130289066
11.045918453767134,-11.07562874143597,2.8230996026133344,-3.6633406788698095
7.895772553389405,-10.147201023705062,2.626794017703988,-2.948627056767917
9.492670569099307,-9.797929064155701,1.3806903919334768,-5.997920977181581
10.509568293136157,-9.935940448704942,1.5824247708060486,-3.567002671229228
8.883662042858314,-9.395852771339841,3.0990253740425313,-4.3908474945574065
7.91186698878996,-9.521734008184561,2.5074418950889745,-4.993063710945716
7.864425879132881,-10.42657729045319,3.2576771134657605,-2.5202179588663576
10.243037809541967,-10.29231790510785,1.7481543175200722,-5.1818456871478205
10.806204735614452,-9.863421930307464,2.404308370591274,-4.380562557335671
9.137043803632611,-10.427813423427335,1.8214810835796245,-4.816741449939595
6.604405639354219,-9.12472851384702,3.1798693919061054,-2.934653331151412
10.528619111664334,-8.429459495920586,2.3695973796064247,-3.3616561917209316
8.43843048844917,-8.586536495821797,2.1545539643582536,-6.229693663140229
8.938009209403821,-9.317985374646122,1.2667553819796722,-3.430457916338316
10.156550675107026,-10.535294750607465,3.1978159120883753,-3.0372450582730677
8.019172935724313,-9.822288252413156,1.3486556774551153,-4.483344944996861
8.919552331376448,-8.212976066390306,1.8029391417399718,-5.459302815798314
5.825103968011026,-10.048650482946192,1.128404704327619,-3.719052977298484
9.198966326991659,-10.96613837205456,2.804143169584556,-4.116219995988784
8.716367970724962,-9.89977792862307,3.4022639103598795,-3.3100550686129013
9.15677329312505,-8.228268840480315,2.47658356323563,-3.7659456287317985
9.50486070647729,-9.649603221934271,1.2398423823149116,-2.142187775827434
9.912573695869094,-10.678639707164459,1.4586453515897446,-4.9702777204368545
7.445894694011307,-9.017117300507714,3.9439891142083017,-3.517492522958418
10.528731332216772,-9.797475144399668,2.7048058386199343,-4.831238654896893
8.991045672157256,-8.305114007674998,3.155395016153252,-2.8842966957398506
8.561838080604339,-8.466547855082803,3.89206543350286,-3.341069244848617
7.5794548246643325,-9.096863716059314,2.686129649591956,-4.57670393944179
7.938766720056812,-10.191544193707653,3.590755102422704,-3.771629408211546
10.640470594889118,-11.176175820151851,2.8643461967446853,-2.3044654669663753
10.800947061662228,-9.918319767606304,4.033194943725439,-2.8106822306946784
10.151899281315641,-9.165100388840312,3.4520209420521457,-2.989489741845876
8.36716363466822,-12.081164250920981,3.5839052196370886,-2.8380292906856686
9.722078007308234,-9.773452942432268,2.0459492879863097,-5.468077092571421
10.603215216259258,-9.452175350453384,3.298200569219941,-4.2392978937776835
6.632123932251453,-8.570710465932981,3.6752606858600476,-2.026714123894939
8.875736252486796,-9.837677110446874,2.6132209364763654,-4.926508838821841
